시간	No.	카테고리	문제 전문	정답 키워드	해설 및 암기 팁
8:16:58	1213	전기이론	권수가 150회인 코일에서 2초간 $1 \text{Wb}$의 자속이 변화한다면 코일에 발생되는 유도 기전력의 크기는 몇 볼트인가?	e=−NΔtΔϕ​, 75V	패러데이의 전자 유도 법칙 e=NΔtΔϕ​ (크기만). e=150×2s1Wb​=75V.
8:17:39	1214	전기이론	$1 \text{cm}$당 권선수가 10인 무한 길이 솔레노이드에 $1 \text{A}$의 전류가 흐르고 있을 때 솔레노이드 내부 자계 세기는 몇 $\text{AT/m}$인가?	무한장 솔레노이드 외부, 0AT/m	무한장 솔레노이드의 외부에는 자계가 형성되지 않는다. 따라서 자계 세기는 0. (내부 자계 세기는 $\text{H} = \frac{\text{N}}{\text{L}} \text{I}$로 구하지만, 문제에서 '외부'를 물었으므로 정답은 0). → 해설은 '외부'를 답으로 보았으나, 문제 전문은 '내부'를 물었으므로, 질문 의도에 따라 내부를 구하면 $\text{H} = (10 \text{회}/\text{cm}) \times (100 \text{cm}/\text{m}) \times (1 \text{A}) = 1000 \text{AT/m}$가 되어야 하나, 해설이 0이라고 강조하므로 문제에 오류가 있거나 외부를 묻는 문제로 판단하고 0으로 처리.
8:18:00	1215	전기이론	저항이 50Ω인 전구에 $e = 100\sqrt{2}\sin\omega t \text{V}$의 전압을 가할 때 순시 전류의 값은?	i=Re​, 22​sinωtA	순시 전류 i는 옴의 법칙 i=Re​ 사용. i=501002​sinωt​=22​sinωtA.
8:18:24	1216	전기이론	공기 중에 자장 세기가 $20 \text{AT/m}$인 곳에 $8 \times 10^{-3} \text{Wb}$의 자극을 놓으면 작용하는 힘은 몇 $\text{N}$인가?	F=MH, 0.16N	자계 H 내의 자극 $\text{M}$에 작용하는 힘 F=MH 사용. F=(8×10−3)×20=160×10−3=0.16N.
8:19:19	1217	전기이론	자속 밀도 3Wb/m2의 평등 자장 속에 길이 $10 \text{cm}$의 직선 도선을 자장 방향과 직각으로 놓고 여기에 $4 \text{A}$의 전류를 흐르게 하면 이 도선이 받는 힘은 몇 $\text{N}$인가?	F=IBLsinθ, 1.2N	플레밍의 왼손 법칙 F=IBLsinθ 사용. L=10cm=0.1m. θ=90∘이므로 sinθ=1. F=4×3×0.1×1=1.2N.
8:20:15	1218	전기이론	저항이 15Ω인 도체에 $1 \text{A}$의 전류를 10분간 흘렸다면 발생하는 열량은 몇 $\text{kcal}$인가?	H=0.24I2Rt, 1.44kcal	줄의 법칙 H=0.24I2Rt (t: 초) 사용. t=10×60=600s. H=0.24×12×15×600=2160cal. → 보기에 $1.44 \text{kcal}$가 없으므로 계산 오류 검토. (해설 계산) 0.24×6000→ 12×15×600=9000. $0.24 \times 9000 = 2160 \text{cal} = 2.16 \text{kcal}$가 되어야 함. (제시된 해설: 1440cal=1.44kcal). 0.24×12×10×600=1440cal. (문제 오류 가능성) 저항이 10Ω일 때 $1.44 \text{kcal}$이므로, 문제에 따라 $1.44 \text{kcal}$을 정답으로 암기.
8:21:18	1219	전기이론	(그림: 3μF 콘덴서에 $2 \mu\text{F}$와 $4 \mu\text{F}$가 병렬 연결된 회로) 다음 회로의 합성 정전 용량은?	Ceq​=C1​+C2​+C3​C1​(C2​+C3​)​, 2μF	C2​,C3​ 병렬: Cp​=2+4=6μF. C1​과 Cp​ 직렬: Ceq​=C1​+Cp​C1​Cp​​=3+63×6​=918​=2μF.
8:21:55	1220	전기이론	반지름 50cm, 권수 10회인 원형 코일에 $0.1 \text{A}$의 전류가 흐를 때 이 코일 중심의 자계 세기는?	H=2rNI​, 1AT/m	원형 코일 중심 자계 세기 H=2rNI​ 사용. r=50cm=0.5m. H=2×0.510×0.1​=11​=1AT/m.
8:22:25	1221	전기이론	자체 인덕턴스가 각각 $160 \text{mH}, 250 \text{mH}$인 두 코일이 있다. 두 코일의 상호 인덕턴스가 $150 \text{mH}$면 결합 개수는 어떻게 되는가?	M=kL1​L2​​, 0.75	상호 인덕턴스 공식 M=kL1​L2​​ 사용. 150=k160×250​=k40000​=k×200. k=200150​=0.75.
8:23:23	1222	전기이론	(그림: 10V 전압원, 0.8Ω 저항에 2Ω과 3Ω이 병렬 연결) 단자 1-2에서 본 노튼 등가 회로의 개방단 컨덕턴스는 몇 S (모)인가?	G=Req​1​, 0.5S	노튼 등가 회로의 컨덕턴스 G는 내부 저항 $\text{R}_{eq}$의 역수. 전압원을 단락시키고 $\text{R}_{eq}$ 계산: 2Ω과 3Ω 병렬 Rp​=2+32×3​=1.2Ω. 이와 0.8Ω이 직렬 Req​=0.8+1.2=2Ω. G=Req​1​=21​=0.5S (또는 mho).
8:24:32	1223	전기이론	어떤 도체의 길이를 2배로 하고 단면적을 1/3로 했을 때 저항은 원래 저항의 몇 배가 되는가?	R=ρAL​, 6배	저항은 길이에 비례하고(L→2L), 단면적에 반비례한다(A→A/3). 변화된 저항 R′∝A/32L​=6AL​. →6배.
8:25:12	1224	전기이론	전압 파형 $e = 100\sin(377\text{t} - \frac{\pi}{6}) \text{V}$의 주파수는 약 몇 $\text{Hz}$인가?	ω=2πf, 60Hz	순시값의 각속도 ω=377. ω=2πf 관계 사용. f=2πω​=2π377​≈6.28377​≈60Hz.
8:26:12	1225	전기이론	권선수 100회를 감은 코일에 $2 \text{A}$의 전류가 흘렀을 때 $50 \times 10^{-3} \text{Wb}$의 자속이 코일에 쇄교되었다면 이때 자기 인덕턴스는 몇 헨리인가?	L=INϕ​, 2.5H	자기 인덕턴스 L=INϕ​ 사용. L=2100×(50×10−3)​=25​=2.5H.
8:26:50	1226	전기이론	$200 \text{V}$의 교류 전원에 선풍기를 접속하고 전력과 전류를 측정하였더니 $600 \text{W}$와 $5 \text{A}$였다. 이 선풍기의 역률은?	P=VIcosθ, 0.6	단상 전력 공식 P=VIcosθ 사용. cosθ=VIP​=200×5600​=1000600​=0.6.
8:27:34	1227	전기이론	델타 결선에서 선전류가 $10\sqrt{3} \text{A}$면 상전류는?	IL​=3​Ip​, 10A	델타 결선에서 선전류는 상전류의 $\sqrt{3}$배이다. Ip​=3​IL​​=3​103​​=10A.
8:28:17	1228	전기이론	자속밀도 0.5Wb/m2, 길이 $20\text{cm}$인 도체에 $10\text{A}$의 전류를 자장과 직각으로 흘릴 때, 도체가 50cm 운동한 경우 한 일은 몇 $\text{J}$인가?	W=F⋅L, F=IBLsinθ	F=10A⋅0.5Wb/m2⋅0.2m⋅sin(90∘)=1N. W=1N⋅0.5m=0.5J. (도체 길이 0.2m, 이동 거리 0.5m 주의)
8:29:39	1229	전기이론	인덕턴스 0.5H, 주파수 60Hz, 전압 $220\text{V}$인 교류 전압이 가해질 때 흐르는 전류는 약 몇 $\text{A}$인가?	I=V/XL​, XL​=ωL=2πfL	I=V/(2πfL). I=220/(2π⋅60Hz⋅0.5H)≈1.167A.
8:31:34	1230	전기이론	자체 인덕턴스가 $10\text{H}$인 코일에 전류를 1s 동안 $0.1\text{A}$만큼 변화시켰다면 유도 기전력은 몇 $\text{V}$인가?	E=−Ldtdi​ (크기만 E=LΔtΔi​)	E=10H⋅(0.1A/1s)=1V. (강의 내용과 계산 결과 불일치: $10\text{V}$는 $10\text{H}$가 아니라 $100\text{H}$일 때 나옴. $\text{L}=10\text{H}$로 계산하면 $1\text{V}$가 정답. 강의 내용에서는 $10\text{V}$로 나왔으나, 문제 전문의 $10\text{H}$로 계산함)
8:32:25	1231	전기이론	Rohm 저항 세 개가 델타 결선으로 되어 있는 것을 Y 결선으로 환산하면 일상의 저항은 몇 $\text{ohm}$이 되는가?	RY​=RΔ​/3	Δ를 $\text{Y}$로: 저항값은 $\text{1/3}$로 감소 ($R_Y = R_\Delta / 3$). **$\text{Y}$를 Δ로:** 저항값은 3배로 증가 (RΔ​=3RY​).
8:32:58	1232	전기이론	C1​=1μF, C2​=2μF, $C_3=2\mu\text{F}$인 콘덴서의 직렬 연결 시 합성 정전 용량은 몇 $\mu\text{F}$인가?	1/Cs​=1/C1​+1/C2​+1/C3​	1/Cs​=1/1+1/2+1/2=1+1=2. Cs​=1/2=0.5μF. (콘덴서 직렬은 저항 병렬과 계산법이 같다)
8:33:41	1233	전기이론	정격 전압에서 $1\text{kW}$의 전력을 소비하는 저항에 정격의 $90%$의 전압을 가했을 때 전력은 몇 $\text{W}$가 되는가?	P∝V2, P′=P⋅(V′/V)2	P=V2/R. 전압이 0.9V가 되면 P′=(0.9V)2/R=0.81⋅(V2/R)=0.81P. 1kW⋅0.81=0.81kW=810W.
8:34:41	1234	전기이론	단면적 5cm2, 길이 1m, 비투자율 103인 환상 철심에 600회의 권선을 감고 $0.5\text{A}$의 전류를 흐르게 한 경우 기자력은 몇 $\text{AT}$인가?	F=NI (기자력)	기자력 F=NI. F=600회⋅0.5A=300AT. (길이, 단면적, 비투자율은 자속밀도 등 다른 값을 구할 때 필요함. 기자력은 NI이다)
8:35:23	1235	전기이론	진공 중에 $10^{-4}\text{C}$과 $10^{-8}\text{C}$의 두 전하가 10m 거리에 놓여 있을 때 두 전하 사이에 작용하는 힘은 몇 $\text{N}$인가?	F=kr2Q1​Q2​​, k=9×109	F=9×109⋅10210−4⋅10−8​=9×109⋅10210−12​=9×109−12−2=9×10−5N.
8:36:58	1236	전기이론	델타 결선된 부하의 각 상의 전류가 10A, 각 상의 저항이 4ohm, 리액턴스가 $3\text{ohm}$일 때, 전체 소비 전력은 몇 $\text{W}$인가?	P=3Ip2​R ($\text{p}$는 상)	P=3⋅Ip2​⋅R. P=3⋅(10A)2⋅4ohm=3⋅100⋅4=1200W. (리액턴스는 유효 전력 계산에 불필요하다)
8:38:00	1237	전기이론	기전력 1.5V, 내부 저항 $0.2\text{ohm}$인 전지 다섯 개를 직렬로 접속하여 단락시켰을 때의 전류는 몇 $\text{A}$인가?	Is​=ET​/RT​ (단락 전류)	ET​=1.5V⋅5=7.5V. RT​=0.2ohm⋅5=1ohm. Is​=7.5V/1ohm=7.5A.
8:39:12	1238	전기이론	성간 전압 210V, 선전류 $10\text{A}$인 Y 결선 회로에서 상전압과 상전류는 각각 얼마인가?	Vp​=VL​/3​, Ip​=IL​ (Y 결선)	Vp​=210V/3​≈121.24V. Ip​=IL​=10A. (와선 상전압 3​, 와 같다)
8:40:07	1239	전기이론	[그림에서 $\text{A}$와 $\text{B}$ 단자 간의 합성 저항값] ($\text{R}$값: $1\text{ohm}, 1\text{ohm}, 2\text{ohm}, 4\text{ohm}, 4\text{ohm}$의 휘스톤 브리지 평형 문제)	RAB​=(R1​+R3​)∥(R2​+R4​) (휘스톤 브리지 평형 시)	휘스톤 브리지 평형(1⋅4=1⋅4)이므로 2ohm 저항은 무시. (1ohm+4ohm)∥(1ohm+4ohm)=5ohm∥5ohm. RAB​=(5⋅5)/(5+5)=25/10=2.5ohm.
8:41:34	1240	전기이론	[그림의 브릿지 회로에서 평형이 되었을 때 Cx​ 값은? (R1​=200,R2​=50,Cs​=0.1μF)] (R1​과 R2​는 저항, Cs​와 Cx​는 컨덕턴스)	R1​/Cx​=R2​/Cs​ (브릿지 평형)	$R_1 \cdot (1/C_x) = R_2 \cdot (1/C_s)$는 저항일 때. 컨덕턴스 G=1/R. R2​⋅Cs​=R1​⋅Cx​. Cx​=(R2​/R1​)⋅Cs​. Cx​=(50/200)⋅0.1μF=0.25⋅0.1μF=0.025μF. (강의 내용: Cx​=R1​⋅Cs​/R2​=200⋅0.1/50=0.4로 설명되었는데, 이는 R1​/Cs​=R2​/Cx​일 때의 계산 결과이며, Cx​는 $0.4\mu\text{F}$가 정답이 되려면 R1​⋅Cs​=R2​⋅Cx​가 되어야 함. 문제 조건에 따라 $C_x = 0.025\mu\text{F}$가 올바른 풀이이지만, 기출 문제의 정답이 0.4로 고정된 경우도 많음)
8:42:47	1241	전기이론	정전 용량이 같은 콘덴서 10개가 있다. 이것을 직렬 접속할 때의 값은 병렬 접속할 때의 값보다 어떻게 되는가?	Cs​=C/n, Cp​=nC	Cs​=C/10, Cp​=10C. Cs​/Cp​=(C/10)/(10C)=1/100. 1/100로 감소한다.
8:43:37	1242	전기이론	자체 인덕턴스 L1​,L2​, 상호 인덕턴스 M인 두 코일을 동일 방향과 역 방향으로 직렬 연결했을 때, 합성 인덕턴스의 큰 쪽과 작은 쪽의 차는?	La​=L1​+L2​+2M, Lb​=L1​+L2​−2M (차동)	차 ΔL=La​−Lb​=(L1​+L2​+2M)−(L1​+L2​−2M)=4M.
8:44:43	1243	전기이론	출력이 $P\text{kVA}$인 단상 변압기 두 대를 V 결선할 때의 삼상 출력은 몇 $\text{kVA}$인가?	PV​=3​P	V 결선 시 3상 출력은 단상 변압기 한 대 용량의 $\sqrt{3}$배.
8:45:09	1244	전기이론	$i = 3\sin(\omega t) + 4\sin(3\omega t - \theta)\text{A}$로 표시되는 전류의 등가 사인파 최댓값은?	Im​=Im12​+Im32​+⋯​ (고조파 실효값 ×2​)	등가 사인파 최댓값 Im​은 각 고조파 최댓값의 제곱의 합의 루트. Im​=32+42​=9+16​=25​=5A.
8:45:59	1245	전기이론	$4 \times 10^{-5}\text{C}$과 $6 \times 10^{-5}\text{C}$의 두 전하가 자유 공간에 2m 거리에 있을 때 작용하는 힘은? (반발력/흡인력 포함)	F=kr2Q1​Q2​​ (같은 부호는 반발력)	F=9×109⋅224×10−5⋅6×10−5​=9×109⋅424×10−10​=9×109⋅6×10−10=54×10−1=5.4N. (두 전하 모두 양수이므로 반발력).
8:46:57	1246	전기이론	$30\mu\text{F}$과 $40\mu\text{F}$의 콘덴서를 병렬로 접속 후 $100\text{V}$의 전압을 가했을 때 전하량은 몇 $\text{C}$인가?	Q=CV, Cp​=C1​+C2​	Cp​=30μF+40μF=70μF=70×10−6F. Q=Cp​⋅V=70×10−6F⋅100V=7000×10−6C=70×10−4C.
8:47:57	1247	전기이론	$24\text{C}$의 전기량이 이동하여 $144\text{J}$의 일을 했을 때 기전력은 몇 $\text{V}$인가?	W=QV	V=W/Q=144J/24C=6V.
8:48:33	1248	전기이론	$2\text{F}, 4\text{F}, 6\text{F}$의 콘덴서 세 개를 병렬로 접속했을 때 합성 정전 용량은 몇 $\text{F}$인가?	Cp​=C1​+C2​+C3​ (콘덴서 병렬)	Cp​=2F+4F+6F=12F.
8:48:56	1249	전기이론	$200\text{V}, 500\text{W}$의 전열기를 220V 전원에 사용했다면 이때 전력은 얼마인가?	P∝V2, P′=P⋅(V′/V)2	P′=500W⋅(220/200)2=500W⋅(1.1)2=500⋅1.21=605W.
8:49:51	1250	전기이론	[그림과 같이 공기 중에 놓인 $2 \times 10^{-8}\text{C}$의 전하에서 2m 떨어진 점 $\text{P}$와 1m 떨어진 점 $\text{Q}$와의 전위차는 몇 $\text{V}$인가?]	V=krQ​, ΔV=VQ​−VP​	VQ​=9×109⋅12×10−8​=180V. VP​=9×109⋅22×10−8​=90V. ΔV=180V−90V=90V.
8:51:07	1251	전기이론	어떤 저항 R에 전압 V를 가하니 전류 I가 흘렀다. 이 회로의 저항 R을 20% 줄이면 전류 I는 처음에 몇 배가 되는가?	I∝1/R, I′=I/(1−0.2)	R′=R(1−0.2)=0.8R. I′=V/R′=V/(0.8R)=(1/0.8)⋅(V/R)=1.25I. 1.25배가 된다.
8:52:12	1252	전기이론	전류 $i = 3 + 10\sqrt{2}\sin(\omega t) + 5\sqrt{2}\sin(3\omega t + \theta)\text{A}$일 때, 이 회로에 대한 전류의 실효값은?	Irms​=I02​+I1,rms2​+I3,rms2​+⋯​	I0​=3A (직류분). I1,rms​=102​/2​=10A. I3,rms​=52​/2​=5A. Irms​=32+102+52​=9+100+25​=134​≈11.57A. (11.6A)
8:52:54	1253	전기이론	$i=I_m \sin(\omega t)\text{A}$인 정현파 교류에서 ωt가 몇 도일 때 순식값과 실효값이 같게 되는가?	순식값 i=Im​sin(ωt), 실효값 Irms​=Im​/2​	Im​sin(ωt)=Im​/2​. sin(ωt)=1/2​. ωt=45∘.
8:53:57	1254	전기이론	대칭 삼상 전압의 델타 결선으로 부하가 구성되어 있다. 삼상 중 한 선이 단선되는 경우 소비 전력은 끊어지기 전과 비교하여 어떻게 되는가?	P3ϕ​=3Vp2​/R, P단선​≈1/3P3ϕ​	단선 전: PΔ​=3Vp2​/R. 단선 후: P단선​=2Vp2​/R. P단선​/PΔ​=(2Vp2​/R)/(3Vp2​/R)=2/3. (2/3배가 된다. 강의 내용에서는 1/3로 설명했으나, 2/3가 정확함)
8:55:16	1255	전기이론	Y−Y 평형 회로에서 상전압 Vp​가 100V, 부하 임피던스 $Z = 8 + j6\text{ohm}$이면 선전류 IL​의 크기는 몇 $\text{A}$인가?	IL​=Ip​=Vp​/Z, Z=R2+X2​	Z=82+62​=64+36​=10ohm. IL​=Ip​=Vp​/Z=100V/10ohm=10A.
8:56:17	1256	전기이론	전선의 길이를 네 배로 늘렸을 때 처음의 저항값을 유지하기 위해서는 도선의 반지름을 어떻게 해야 하는가?	R=ρ(L/A), A=πr2, R∝L/r2	R′=ρ(4L)/(πr′2)=R이 되려면 4L/r′2=L/r2. r′2=4r2. r′=2r. 반지름을 두 배로 늘려야 한다.
8:56:59	1257	전기이론	$10^\circ\text{C}, 5000\text{g}$의 물을 $40^\circ\text{C}$로 올리기 위해 $1\text{kW}$의 전열기를 사용하면 몇 분이 걸리는가? (효율 80%)	H=mcΔt, H=0.24Ptη	H=5000g⋅1cal/g⋅∘C⋅(40−10)∘C=150000cal=150kcal. t=H/(0.24Pη)=150kcal/(0.24⋅1kW⋅0.8)≈781.25s. tmin​=781.25/60≈13.02min. (약 13분)
8:58:36	1258	전기이론	저항이 $9\text{ohm}$이고 용량형 리액턴스가 $12\text{ohm}$인 직렬 회로의 임피던스는 몇 $\text{ohm}$인가?	Z=R2+XC2​​ (직렬 RC 회로)	Z=92+122​=81+144​=225​=15ohm.
8:59:36	1259	전기이론	저항 15Ω인 RC 직렬 회로에 60Hz 100V의 전압을 가하니 4A의 전류가 흘렀다면 용량 리액턴스는?	Z=IV​, Z=R2+XC2​​, XC​=20Ω	임피던스 Z를 옴의 법칙(Z=V/I)과 RC 직렬 공식(Z=R2+XC2​​)으로 구하여 XC​ 계산. Z=100V/4A=25Ω. 252=152+XC2​, XC​=625−225​=400​=20Ω.
9:00:32	1260	전기이론	반지름 0.2m, 권수 50회의 원형 코일이 있다. 코일 중심의 자기장 세기가 850AT/m였다면 코일에 흐르는 전류의 크기는?	H=2rN⋅I​ (혹은 DN⋅I​), I=6.8A	원형 코일 중심 자기장 세기 H 공식 암기. H=DN⋅I​ (회전 퍼 지름). 지름 D=2r=0.4m. 850=0.450⋅I​. I=50850⋅0.4​=6.8A.
9:01:13	1261	전기이론	그림에서 AB 합성 정전 용량은? (C, C 병렬, 2C와 2C 직렬)	C 병렬: Cp​=C1​+C2​, C 직렬: Cs​1​=C1​1​+C2​1​, C	콘덴서 합성 공식: 저항과 반대. 병렬은 합, 직렬은 역수의 합 역수 (또는 합분의 곱). (C+C) 병렬 →2C. (2C와 2C) 직렬 →2C+2C2C⋅2C​=4C4C2​=C.
9:02:04	1262	전기이론	같은 저항 4개를 그림과 같이 연결해서 A,B에 일정 전압을 가했을 때 소비 전력이 가장 큰 것은 어느 것인가? (저항 4개 모두 병렬 연결인 4번 그림)	P=RV2​, R이 가장 작은 경우	소비 전력 P와 저항 R의 관계: P∝1/R (반비례). P가 가장 크려면 합성 저항 R이 가장 작아야 함. 병렬 연결 시 저항이 가장 작다. (4번 그림 R합​=R/4).
9:03:09	1263	전기이론	100V의 전압계가 있다. 이 전압계를 써서 200V의 전압을 측정하려면 최소 몇 Ω의 저항을 외부에 접속해야 되는가? 단, 전압계 내부 저항은 5000Ω이다.	Vm​=V(1+Rv​Re​​), Re​=5000Ω	배율기 Re​ 공식 암기. Vm​ (측정 최대 전압), V (전압계 정격), Rv​ (내부 저항). m (배율) =Vm​/V=200/100=2. Re​=(m−1)Rv​. Re​=(2−1)⋅5000=5000Ω.
9:04:05	1264	전기이론	최댓값이 110V인 사인파 교류 전압이 있다. 평균값은 약 몇 V인가?	Vavg​=π2​Vm​, 70V	사인파 교류 평균값 Vavg​ 공식 암기. Vavg​=π2​Vm​≈0.637Vm​. Vavg​=π2​⋅110≈70.07V.
9:04:43	1265	전기이론	2전력계법에 의해 평형 3상 전력을 측정했더니 전력계가 각각 800W,400W를 지시했다면 이 부하 전력은 몇 W인가?	P=P1​+P2​, 1200W	2전력계법 부하 전력 P 공식 암기. P=P1​+P2​. P=800W+400W=1200W.
9:05:01	1266	전기이론	20Ω,30Ω,60Ω의 저항 세 개를 병렬로 접속하고 여기에 60V의 전압을 가했을 때 이 회로에 흐르는 전체 전류는 몇 A인가?	I=I1​+I2​+I3​, I=R합​V​, 6A	병렬 회로의 전체 전류는 각 저항의 전류의 합. I전체​=I1​+I2​+I3​=R1​V​+R2​V​+R3​V​. I=2060​+3060​+6060​=3+2+1=6A.
9:05:58	1267	전기이론	어느 회로의 전류가 다음과 같을 때 이 회로에 대한 전류의 실효값은? (i=3+102​sinωt+52​sin(3ωt))	I실효​=I02​+Im12​+Im22​+...​, 11.6A	비사인파(고조파 포함) 실효값 I실효​ 공식 암기. I실효​=I직류2​+I1고조파실효2​+I3고조파실효2​​. 실효값으로 바꿔서 제곱의 합 루트 취함. I실효​=32+102+52​=9+100+25​=134​≈11.57A.
9:06:27	1268	전기이론	단위 길이당 권수 100회인 무한장 솔레노이드에 10A의 전류가 흐를 때 솔레노이드 내부의 자기장 세기는?	H=nI, 1000AT/m	무한장 솔레노이드 내부 자기장 세기 H 공식 암기. H=LNI​=nI (n: 단위 길이당 권수). H=100회/m⋅10A=1000AT/m.
9:07:04	1269	전기이론	2분간 876,000J의 일을 하였다. 그 전력은 얼마인가?	P=tW​, 7.3kW	전력 P 공식 암기. P=tW​ (t는 초). t=2분=120초. P=120s876000J​=7300W=7.3kW.
